clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
instagram memang sangat bagus tapiitapi tapiiiiiiiiiii saya kecewa karena menghabiskan banyak kuota data sayaaaaa jugaaa aplikasi ini menguntungkan karenaaa karena karenaaaa bisa diakses walaupun sinyal saya cuma satuuu ajaaa saya senang menggunakan aplikasi ini terimakasihyang telah menciptakan aplikasi yang bermanfaaaaaaaaattttt bangeeeeeeeeeetttttt tqqqq,positif,2,5,359,42,2026-05-17 10:59:40,0,,
terima masih ig udah bikin happy,positif,2,5,32,6,2026-01-13 07:38:10,0,410.1.0.63.71,410.1.0.63.71
baguss bgtt dan suka sekalii apk ini,positif,2,5,36,7,2026-02-06 13:29:47,0,,
kereen,netral,1,4,6,1,2026-05-12 23:38:44,0,428.0.0.47.67,428.0.0.47.67
tolong untuk tim pengembang setelah ada update terbaru masih ada masalah pada aplikasinya yaitu ada pada fitur simpanan reels pribadinya yang hilang tidak ada di daftar melainkan hanya ada simpanan audio pribadi mohon untuk diperbaiki,netral,1,2,234,35,2026-02-04 04:22:32,0,,
pake wifi yg lain lancar aplikasi ini buffring trus kocak,negatif,0,1,57,10,2026-04-29 02:40:06,0,,
bnyk bug,netral,1,2,8,2,2026-05-19 10:10:48,0,,
selalu membawa keseruan,positif,2,5,23,3,2025-12-19 13:02:29,0,409.0.0.48.170,409.0.0.48.170
hai kak kon saya mau memposting foto atu vidio orng lain kok enggak bisa itu kenapa,negatif,0,1,83,16,2025-12-07 07:15:30,0,408.0.0.51.78,408.0.0.51.78
tolong ig ini knp ig gw ngebug ya pdhl udh d update jaringan aman tpi branda ny gk muncul,negatif,0,1,89,19,2026-04-25 01:14:47,1,426.0.0.37.68,426.0.0.37.68
ngga bisa login padahal sandi bener padahal sandi sama dicoba dichrome bisa aneh,negatif,0,1,80,13,2026-02-14 01:16:56,1,,
tolong perbaiki ig skrang banyak bug nya saya ga bisa masuk ke ig ga bisa liat sg ga bisa kirim dm tolong di bantu,netral,1,2,114,24,2026-04-26 04:32:09,0,,
karena ad konten seksualnya jadi kurg menarik,netral,1,3,45,7,2026-03-10 08:35:19,0,,
bagus banget aplikasi ini,positif,2,5,25,4,2026-05-01 01:37:48,0,,
memuaskan kedepannya bikin fitur fitur baru yg lebih menarik,positif,2,5,60,9,2025-12-25 00:00:10,0,398.1.0.53.77,398.1.0.53.77
meskipun jarang menggunakan ig tetep bagus,positif,2,5,42,6,2026-04-03 15:17:51,0,423.0.0.47.66,423.0.0.47.66
baguss apk nya,positif,2,5,14,3,2026-05-01 03:25:35,0,426.0.0.37.68,426.0.0.37.68
balikin akun ig gua please tbtb kena suspend pas banding malah hilang permanen kenangan sm almh nyokap di ig semua skrng udh gda kenangan sm almh lgi,negatif,0,1,149,27,2026-05-20 19:22:58,0,,
bagus aja lah,netral,1,4,13,3,2026-01-31 07:56:08,0,,
bagus sekali sayang nya sekarang gak bisa live,positif,2,5,46,8,2025-12-15 05:54:27,0,,
good aplkasi,positif,2,5,12,2,2026-04-18 02:29:04,0,,
sangat bagusssss saran fiturnya gausah di geser geser lgiii yg ini uda okeee,positif,2,5,76,13,2026-01-21 14:02:30,0,412.0.0.35.87,412.0.0.35.87
instagram the best,positif,2,5,18,3,2026-05-18 02:46:14,0,429.1.0.44.70,429.1.0.44.70
tolong update biar bisa liat catat,positif,2,5,34,6,2026-01-08 10:56:58,0,411.0.0.23.257,411.0.0.23.257
perbaiki bug nya plis dari kemaren muter muter mulu heran sama ni apk kirain sinyal ku yg bermasalah ternyata ngga sama sekali aku download ulang instagram nya tetep aja muter muter trus and gabisa login ke akun aku,negatif,0,1,215,38,2026-04-25 11:09:35,1,426.0.0.37.68,426.0.0.37.68
suka ngelag apalagi pas mau bikin sg ga like,negatif,0,1,44,9,2026-05-19 18:21:49,0,429.1.0.44.70,429.1.0.44.70
instagram bikin fitur hapus musik di postingan dong aku lihat ternyata banyak yang pengen soal ini jugaaa,netral,1,3,105,17,2026-01-24 11:19:19,0,410.1.0.63.71,410.1.0.63.71
la mbh k b b e bbo e e er xd cc dr,netral,1,4,34,13,2026-05-20 23:16:37,0,430.0.0.53.80,430.0.0.53.80
improve the security because my account has followed other people i don t know several times until my account was deactivated by instagram my suggestion is to improve the security again and my question is why does my account follow other people by itself i m disappointed,negatif,0,1,271,47,2026-03-25 19:25:17,0,421.0.0.51.66,421.0.0.51.66
loading lemot banget,negatif,0,1,20,3,2026-04-28 11:29:24,0,,
knapa ga bisa cari lagu pas post postingan adanay lagu luar semua,netral,1,2,65,12,2026-01-03 21:57:19,0,,
ga bisa dibuka plis,netral,1,2,19,4,2026-05-02 14:25:18,0,,
gj parah,negatif,0,1,8,2,2026-04-30 03:33:36,0,299.0.0.34.111,299.0.0.34.111
bagus baget fitur ig sekarang tapi tolong tambahin durasi lagu buat catatan ig dongg 1 menit boleh lahhhh terimakasihhhhhh,netral,1,4,122,19,2026-03-03 14:12:18,0,,
sangat bagus buat bersosialisasi dengan banyak orang,positif,2,5,52,7,2026-05-20 04:46:12,0,,
semoga folowers ku tembus 1jt aamiin,positif,2,5,36,6,2026-05-17 08:29:44,0,429.1.0.44.70,429.1.0.44.70
aplikasi nya kenapa sii sebelumnya akunku di banned ehh habis bikin akun baru lagi malah ke banned lagi tolong perbaiki aplikasi nya dong aku udah bikin akun lebih dari 3x malah tetep disuruh ajukan banding,negatif,0,1,206,35,2026-05-01 00:59:12,2,427.0.0.47.73,427.0.0.47.73
sangat baik sekali seru mengunakan istagram semoga bisa banyak pengikut hingga mencapai 1jt,positif,2,5,91,13,2026-04-07 22:13:09,0,,
nge lag dan loding terus sama sekali gak bisa kebuka gambar atau video padahal internet dan wifi lancar banget,netral,1,3,110,19,2026-04-26 01:26:00,1,426.0.0.37.68,426.0.0.37.68
saya senang bisa berbagi,positif,2,5,24,4,2026-02-27 12:25:50,0,417.0.0.54.77,417.0.0.54.77
kenapa ini ig ne saya sepi ora ada yg dm ngebug ini,netral,1,4,51,12,2026-04-14 15:05:12,0,418.0.0.51.77,418.0.0.51.77
sekarang jadi jelekkkkkk,netral,1,2,24,3,2026-04-27 07:52:56,0,,
bgusssss bguss kaliiii kaliii,positif,2,5,29,4,2025-12-31 17:59:02,0,410.1.0.63.71,410.1.0.63.71
tempat mengembangkan diri yang seru,positif,2,5,35,5,2026-02-22 05:29:55,0,,
ap tolol,negatif,0,1,8,2,2026-05-08 19:43:46,0,423.0.0.47.66,423.0.0.47.66
aplikasi keren dan berguna,positif,2,5,26,4,2025-12-14 02:32:40,0,409.0.0.48.170,409.0.0.48.170
tolong ini saat saya buka aplikasi kok tidak termuat semua yaa postingan story dll seperti tidak ada jaringan padahal jaringan bagus bgt tolong di perbaiki aku kasi bintang 5 klo udah gak bermasalah,netral,1,2,198,33,2026-04-25 09:27:47,1,,
performa menurun sering nge lagh aku rasakan dan 1 minggu lebih,netral,1,3,63,11,2026-03-13 20:52:19,0,391.0.0.42.82,391.0.0.42.82
aplikasi yg bagus untuk sosmed,positif,2,5,30,5,2026-04-13 07:19:23,0,424.0.0.49.64,424.0.0.49.64
makin sini makin banyak iklan iklan nya iklan slot lagi,negatif,0,1,55,10,2026-03-02 17:29:10,0,290.0.0.13.76,290.0.0.13.76
instagram sekarang aneh akun ku ga bisa login tapi login di hp orang bisa masuk padahal kata sandi benar,negatif,0,1,104,19,2026-03-11 18:00:41,0,,
kenapa saat login terjadi kesalahan trus padahal kata sandi sama nomor bener,negatif,0,1,76,12,2026-04-20 02:54:53,1,,
apalah kalo mau hapus postingan ulang yang paling bawah malah langsung balik lagi ke atas,negatif,0,1,89,15,2026-02-21 07:54:05,0,,
udah di update kok makin ga jelas buat buka foto video ga bisa,netral,1,2,62,13,2026-04-28 14:28:30,1,426.0.0.37.68,426.0.0.37.68
jooss,positif,2,5,5,1,2026-03-13 03:55:12,0,419.0.0.49.71,419.0.0.49.71
menurut saya aplk nya bagus,netral,1,4,27,5,2026-01-15 02:18:08,0,,
akun aku dicuri orang lain pas login susah bngt,negatif,0,1,47,9,2026-04-27 15:37:55,0,,
bug mulu woikkk,netral,1,3,15,3,2026-05-01 23:52:34,0,,
mudah mudahan banyak manfaatnya,positif,2,5,31,4,2025-12-09 15:33:55,0,408.0.0.51.78,408.0.0.51.78
keseringan banget error,negatif,0,1,23,3,2026-04-26 21:08:04,0,426.0.0.37.68,426.0.0.37.68
sering update tapi eror mulu gak bisa login buat apa update,negatif,0,1,59,11,2026-04-25 13:04:20,0,426.0.0.37.68,426.0.0.37.68
bagus jak,positif,2,5,9,2,2026-04-30 07:51:17,0,427.0.0.47.73,427.0.0.47.73
masa tiba tiba nggak bisa digunainnn,negatif,0,1,36,6,2026-04-25 04:54:20,1,426.0.0.37.68,426.0.0.37.68
ig makin gajelas 1 gabisa live 2 vidio atau foto blur 3 akun tiba tiba ilang ilangan 4 cerita yang di arsipkan ga ada di arsipan kalo udah di perbaiki nanti bintang juga berbicara,negatif,0,1,179,34,2026-01-04 06:54:50,0,,
apk nya bagus nyaman di gunakan juga,positif,2,5,36,7,2026-04-02 20:45:34,0,333.0.0.42.91,333.0.0.42.91
ribet banget anjirr bisa ga si ada fitur chek daftar temen atau yg ga follback gitu kek anjir lah gw baru juga bikin akun ig truss ga sengaja follow akun dari kontak anda udah lah gitu akun nya privat gw lupa juga nama nya dan gw sebenernya mau unfoll tapi lupa nama nya njirr gw harap lu ngerti ya apa yg gw bilang mohon di update lebih bagus lagi,negatif,0,1,348,69,2026-02-04 10:32:05,0,,
sumpah belakangan ini instagram gua eror loading mulu pdhl jaringan lancar jaya plis benerin secepatnya instagram,negatif,0,1,113,16,2026-04-27 13:25:21,0,426.0.0.37.68,426.0.0.37.68
ini ig lgii eror atau gimna masa dari tadi lodingg teruss padahal jaringan nyaa lancar aja,negatif,0,1,90,16,2026-04-28 12:03:07,0,426.0.0.37.68,426.0.0.37.68
instagram beberapa hari ini kenapa sih dibuka ga bisa gada gambarnya kupikir jaringanku yang eror trnyata aplikasinya,netral,1,2,117,17,2026-05-03 07:23:03,0,426.0.0.37.68,426.0.0.37.68
saya udah banyak daftar akun instagram nya tetapi di banned terus padahal tidak melanggar peraturan sama sekali mohon dari pihak instagram nya ini kenapa,negatif,0,1,153,24,2026-02-25 08:55:10,1,417.0.0.54.77,417.0.0.54.77
tingkatkan lagi viewers and folowers nya saya,positif,2,5,45,7,2026-01-10 18:36:33,0,410.1.0.63.71,410.1.0.63.71
bagus dan aku suka main instagram,positif,2,5,33,6,2026-02-01 22:30:05,1,414.0.0.40.83,414.0.0.40.83
bagus dan seru tapi kebanyakan orang menghack dan membajak akun orang lain termasuk temanku,netral,1,4,91,14,2025-12-06 10:44:16,0,408.0.0.51.78,408.0.0.51.78
lebih berkembang tambah asik aja sekarang upload bnyk fitur edit langsung baik foto maupun video di instagramnya langsung smoga fiturnya berkembang tanpa batasan dan aplikasinya tidak terlalu berat,positif,2,5,197,28,2026-01-27 04:03:48,138,413.0.0.41.84,413.0.0.41.84
padahal username sama password udah bener tapi gabisa login kenapa yaa,positif,2,5,70,11,2025-12-31 12:32:25,0,363.0.0.29.80,363.0.0.29.80
min ini ngga bisa pakai filter lagi ta digantikan dengan ai nih,netral,1,3,63,12,2026-03-15 15:09:07,0,420.0.0.55.74,420.0.0.55.74
kalo ga niat buat apk mending gausa laa banyak kali fitur ga penting ngerugiin pihak pemakai jdi nya,negatif,0,1,100,18,2026-05-13 15:51:09,0,,
tolong plis bantu aku yang ig nya bermasalah cerita tidak diunggah plis bantuinn cara nya biar bagusss,netral,1,3,102,17,2025-12-19 13:16:47,0,409.1.0.49.170,409.1.0.49.170
instagram sangat membantu sekali untuk berbisnis,positif,2,5,48,6,2026-02-18 22:50:21,0,416.0.0.47.66,416.0.0.47.66
sangat baik semuanya,positif,2,5,20,3,2026-04-08 14:46:51,0,423.0.0.47.66,423.0.0.47.66
smkin di update semakin ga karuan dan sering error,negatif,0,1,50,9,2026-04-27 22:38:55,0,289.0.0.25.49,289.0.0.25.49
iklan mulu sumpah kesel,negatif,0,1,23,4,2026-04-15 03:37:19,0,425.0.0.47.61,425.0.0.47.61
ini gmna si akun saya ga bisa beralih ke publik ada masalah di jaringan yang tidak di ketahui tulisannya jaringan saya ga kenapa kenapa tolong dong di perbaiki lagi saya mau akun saya beralih ke publik,negatif,0,1,201,36,2026-03-28 01:34:21,0,,
baguss bgt sih apk nyaa,netral,1,4,23,5,2026-02-20 16:17:15,0,417.0.0.54.77,417.0.0.54.77
saya sangat suka dengan instagram dan saya pengen hasilin cuan dari instagram,positif,2,5,77,12,2026-01-02 22:24:38,0,410.1.0.63.71,410.1.0.63.71
lovee ig udh mulaii berbenah sekarang trus jugaa udh update fitur nya tp kualitas gambar nya burukk tidak bisa hd,netral,1,3,113,20,2026-02-15 12:30:43,1,416.0.0.47.66,416.0.0.47.66
tolong perbaiki bug secepatnya saya sudah masuk ke beranda tapi tidak ada tampilan nya sudah coba memakai wi fi tetap tidak bisa sudah coba pakai data seluler tetap tidak bisa tolong perbaiki bug ini secepatnya agar bisa kembali normal,netral,1,3,235,39,2026-04-28 00:34:41,2,426.0.0.37.68,426.0.0.37.68
ig luu rusak apa begimane kagak bisa di buka udah uninstal terus instal lagi masi kaga bener payah beud,negatif,0,1,103,19,2026-04-05 13:35:58,0,423.0.0.47.66,423.0.0.47.66
akun saya tiba tiba dinonaktifkan padahal saya tidak melakukan pelanggaran,negatif,0,1,74,10,2026-02-24 07:11:35,0,,
ga jlah,netral,1,2,7,2,2026-01-22 03:31:29,0,278.0.0.22.117,278.0.0.22.117
ya gapapa pengen ngasih 4 aja,netral,1,4,29,6,2026-04-15 14:21:38,0,,
tambah umur insta tambah sempurna,positif,2,5,33,5,2026-03-01 02:18:06,0,418.0.0.51.77,418.0.0.51.77
tambahin fitur live buat akun yg followers nya dibawah 1k plsss,netral,1,4,63,11,2025-12-10 09:11:52,0,408.0.0.51.78,408.0.0.51.78
keren banget suka banget,positif,2,5,24,4,2026-03-05 09:25:47,0,,
nu bagus na,positif,2,5,11,3,2026-01-16 03:36:52,0,412.0.0.35.87,412.0.0.35.87
ig nya eror terus padahal saya uda cari tutorial dimana mana buat benerin tapi hasil nya masi sama tolong dong di bantu perbaikan nya,negatif,0,1,133,24,2026-04-25 21:48:10,1,,
apk nya bagus bisa kenalan sama orang tapi kok tiba tiba gak bisa live,positif,2,5,70,14,2025-12-27 19:23:10,2,410.1.0.63.71,410.1.0.63.71
akhir akhir ini instagram eror jadi susah buat liat story atau posting foto semoga pihak instagram segera ditindaki untuk masalah nya,netral,1,3,133,21,2026-04-26 10:30:45,1,426.0.0.37.68,426.0.0.37.68
jelek bgt akhir ini mau ganti sampul sorotan short aja muter mulu males,netral,1,4,71,13,2026-01-06 16:41:30,0,410.1.0.63.71,410.1.0.63.71
tolong di perbaiki akun saya tidak bisa di buka,negatif,0,1,47,9,2026-04-28 07:22:24,1,426.0.0.37.68,426.0.0.37.68
kenapa akun saya baru posting dinonaktifkan padahal tida melangar,netral,1,4,65,9,2026-02-07 03:15:05,0,415.0.0.36.76,415.0.0.36.76
makin update makin gajelas masa abis pasang foto frofil malah keblokir ig saya aneh tlong dong devolopernya secepatnya di perbaiki,negatif,0,1,130,20,2026-05-07 16:16:05,0,428.0.0.47.67,428.0.0.47.67
apk ini bisa bikin kalian jadi selebgram,positif,2,5,40,7,2025-12-20 20:53:56,0,410.1.0.63.71,410.1.0.63.71
aplikasi yg the best,positif,2,5,20,4,2025-12-17 13:39:50,0,410.0.0.53.71,410.0.0.53.71
sering bug ada iklan judi online meresahkan tolong di perbaiki,netral,1,3,62,10,2026-02-02 05:00:50,4,415.0.0.0.43,415.0.0.0.43
dari kemarin bug tidak dapat di gunakan dgn normal tidak nyaman lihat ini itu gak bisa ngebuk layar putih muter gak jelas padahal sinyal bagus entah kenapa ig ini beberapa hari ini bug polll selama bug maaf aku kasih rating 0 bahkan seharusnya tanpa bintang,negatif,0,1,257,45,2026-04-27 05:26:33,1,361.0.0.46.88,361.0.0.46.88
fiturnya agak susah di pahami atau di ingat tapi not bad,netral,1,4,56,11,2026-03-20 04:29:44,0,,
lagu yang udah diposting kok gk bisa diedit ganti lagu lain sih,netral,1,3,63,12,2026-01-22 00:31:42,0,412.0.0.35.87,412.0.0.35.87
bagus tapi kenapa instagram saya belum ter update belum ada efek efek terbaru seperti fitur fitur yang di gunakan orang,negatif,0,1,119,20,2026-05-04 09:42:49,0,,
tolong ramekan reals akun gilang lino,positif,2,5,37,6,2025-12-12 07:40:55,0,409.0.0.48.170,409.0.0.48.170
bagus sih tapi banyak ngebug dan bikin masalah,netral,1,2,46,8,2026-05-14 08:26:00,0,,
bagus cuma saya kasih rating 4 soalnya akhir akhir ini kok gabisa dibuka ya instagram nya udh saya uninstall trs download lagi masih tetap gabisa dibuka,netral,1,4,152,26,2025-12-06 04:10:43,0,,
untuk developer ini gimana dh min abis di update ko malah banyak bug nya sinyal gw full kuota gw banyak tapi kaga bisa kirim pesan nonton reals tolong dong developer perbaiki bug nya,netral,1,2,182,33,2026-04-27 19:16:22,1,426.0.0.37.68,426.0.0.37.68
akun di band padahal ga melanggar apapun,negatif,0,1,40,7,2026-05-15 11:38:05,0,,
auto update tapi tidak sebagus sebelumnya membatasi mengikuti itu tindakan yang sangat menyebalkan bukan tipekal org yg suka dibatasi,negatif,0,1,133,19,2026-04-17 11:55:21,0,425.0.0.47.61,425.0.0.47.61
seru bgt serius tp bagi ak yg lupa sandi tuh aga susah gtu kadang lupa sandinya ap udh ak lupa di ss nih smpe skrng ak lupa sndi ak ap,positif,2,5,134,30,2026-03-20 08:17:48,0,,
sangat berguna dan sangat penting untuk saya,netral,1,4,44,7,2026-02-17 01:57:59,0,410.1.0.63.71,410.1.0.63.71
bagus n ok tuk di pakai,positif,2,5,23,6,2026-04-10 15:20:23,0,,
sangat menguntungkan,positif,2,5,20,2,2026-05-20 00:48:41,0,,
ig ku rusak ga bisa buat apa,netral,1,3,28,7,2026-05-02 14:09:25,0,,
bug atau apa ya setiap kita ngetik panjang di kolom komentar ga bisa di cek lagi tulisannya ngetik jadi banyak yang typo karena ga bisa di benerin,negatif,0,1,146,27,2025-12-14 15:27:00,7,409.1.0.49.170,409.1.0.49.170
i like instagram,positif,2,5,16,3,2026-05-22 12:33:43,0,429.1.0.44.70,429.1.0.44.70
mudah sekali sihh kalau di instagram aku liatnya tentang agama islam sama yang lainnya gituu,positif,2,5,92,15,2025-12-30 00:48:46,0,410.1.0.63.71,410.1.0.63.71
rusak ni aplikasi bug nya banyak bngt masa pas gw lagi enak scroll ig ketemu iklan trus audio iklannya nyangkut smpe gw relog hp trus gw buka ig malah ke log out sendiri pas gw hapus trus download lagi pas buka apk nya mau login malah keluar sendiri rusak rusak,negatif,0,1,261,50,2026-04-08 11:57:26,4,423.0.0.47.66,423.0.0.47.66
saya kasih saran bisa liatin siapa saja yang ngelihat catatan lagu,positif,2,5,66,11,2026-03-01 18:21:20,1,417.0.0.54.77,417.0.0.54.77
kok saya gak nemu fitur live nya lgi ya saya udh cri di dmna mna,negatif,0,1,64,15,2026-01-05 05:20:09,1,,
banyak pengetahuan dan informasi yang saya dapatkan terimakasih,positif,2,5,63,8,2025-12-16 04:12:11,1,409.1.0.49.170,409.1.0.49.170
black screen suka ng bug semenjak di perbarui,negatif,0,1,45,8,2026-04-25 21:20:03,0,426.0.0.37.68,426.0.0.37.68
aplikasi ini memang enak,positif,2,5,24,4,2026-04-23 10:56:13,0,,
halo instagram kenapa di aplikasi nya seringkali ada kendala ya dan waktunya juga sering di batasi entah itu dari scroll maupun ganti bio atau nama nya dan terkadang saya memposting cerita video malah jadinya ngak video ini kenapa ya tolong di perbaiki dalam masalah aplikasi nya ya agar bisa lebih baik lagi,negatif,0,1,308,52,2026-02-19 04:22:14,7,410.1.0.63.71,410.1.0.63.71
bagus banget bejir,positif,2,5,18,3,2026-02-02 09:03:14,0,,
sangat cocok untuk menghemat pulsa,positif,2,5,34,5,2026-01-17 08:33:24,0,,
mantebbbb,positif,2,5,9,1,2026-04-26 05:43:19,0,346.1.0.46.104,346.1.0.46.104
tolong dong aku lupa email ig lm aku yg nm nya itu nuraisyah gimna kembalikan ig aku yg lma,positif,2,5,91,19,2026-04-29 11:46:17,0,,
aplikasi ga berguna saya pengen komentar ke bupati kabupaten bandung dengan kondisi dibatasi segala mending hapus aja lah,negatif,0,1,121,18,2026-04-15 12:54:17,0,424.0.0.49.64,424.0.0.49.64
tidak bisa di download,negatif,0,1,22,4,2026-05-10 15:56:58,0,,
sangat mudah digunakan iklannya bisa tidak menggangu sama sekali,positif,2,5,64,9,2025-12-22 15:26:44,1,410.1.0.63.71,410.1.0.63.71
ok nice,positif,2,5,7,2,2026-05-11 12:13:03,0,425.0.0.47.61,425.0.0.47.61
tidak ada jedak jeduk slowmo jadinya ga bisa bikin vidio velosity di sini,netral,1,4,73,13,2026-02-16 10:21:11,0,416.0.0.47.66,416.0.0.47.66
alhamdulillah,positif,2,5,13,1,2026-05-19 02:25:51,0,429.1.0.44.70,429.1.0.44.70
tolong lebih di perbaiki lagi dalam bug yang membuat pengguna kesal dalam menghadapi bug tersebut,netral,1,2,97,15,2026-02-27 22:19:05,1,418.0.0.51.77,418.0.0.51.77
karena ig enak dimainkan,positif,2,5,24,4,2026-04-19 07:14:58,0,417.0.0.54.77,417.0.0.54.77
enjoy your daily activity,netral,1,4,25,4,2026-05-13 22:34:41,0,428.0.0.47.67,428.0.0.47.67
tapi sayang gabisa livee,positif,2,5,24,4,2025-12-23 18:28:02,0,410.1.0.63.71,410.1.0.63.71
sangat bagus untuk menyampaikan apa yg harus tersampaikan,positif,2,5,57,8,2026-01-06 14:15:38,1,344.1.0.42.92,344.1.0.42.92
makin gacor,positif,2,5,11,2,2026-04-10 23:44:30,0,423.0.0.47.66,423.0.0.47.66
terbaik versi nya,positif,2,5,17,3,2026-02-26 16:14:22,0,,
mohon di perbaiki lagi kenapa fitur live punya saya hilang ya padahal pengikut udah lebih dari 1000,negatif,0,1,99,17,2025-12-11 13:52:13,0,,
seruuu bgttt,positif,2,5,12,2,2026-01-07 06:48:16,0,,
ini gmn ni akun instagram ku ga bisa ngetq org,netral,1,2,46,10,2026-01-17 14:21:15,0,412.0.0.35.87,412.0.0.35.87
